ID,claim,evidence
5196,[],['White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet .']
5197,[],[]
5198,[],"['Says Scott Bruun still believes in the same old direction that George Bush had before , which is to privatize Social Security .']"
5199,[],"[""When McCain was questioned about hiring lobbyists to his campaign staff , ' his top lobbyist actually had the nerve to say , ` The American people wo n't care about this . ''""]"
5200,[],['I was speaking out on pension reform almost 17 years ago .']
5201,[],[]
5202,[],[]
5203,[],"[""Mike Huckabee ' supported taxpayerfunded scholarships for illegal aliens . '""]"
5204,[],[]
5205,[],"['Virginia spends $ 400,000 on abstinence programs while losing $ 2.5 million in federal funds due to Governor Bob McDonnells political agenda .']"
5206,[],[]
5207,[],[]
5208,[],['Says the 201415 state budget cut border security and funding to fight criminal gangs .']
5209,[],[]
5210,[],[]
5211,[],[]
5212,[],"['We rank below Ethiopia , Im told , in terms of our exports per capita , well below any of the other developed countries we trade with , and well below China and South Korea .']"
5213,[],"['Mr. Heller said no to balancing the federal budget , that puts more debt on our kids .']"
5214,[],"[""The United States spends $ 4 billion on research and development for energy , while spending $ 350 billion on oil from foreign countries , ' many of whom are our enemies . '""]"
5215,[],"['Says the state auditor found that 37 percent of the 428,000 students receiving free and reducedprice lunches are ineligible .']"
5216,[],['Says Barack Obama began his presidency going on a worldwide apology tour .']
5217,[],[]
5218,[],['President Obama campaigned on a promise to put reproductive health care at the center of his reform plan .']
5219,[],['President Obama campaign surrogate Maryland Governor Martin OMalley acknowledged that we are not better off than we were four years ago .']
5220,[],[]
5221,[],[]
5222,[],[]
5223,[],['Only five Texas counties account for almost 90 percent of the states cattle industry .']
5224,[],"['Says President Barack Obama has allowed , each year hes been here , the prosecutions of gun cases for background check failures to go down .', '... Theyve declined every year since President Bush left office .']"
5225,[],[]
5226,[],[]
5227,[],[]
5228,[],[]
5229,[],['Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality .']
5230,[],"['Kasichs trade deals cost Ohio thousands of jobs 49,000 jobs to Mexico , 91,000 to China .']"
5231,[],[]
5232,[],[]
5233,[],[]
5234,[],[]
5235,[],[]
5236,[],"['A construction worker whos making $ 50 or $ 60 grand a year shouldnt be paying higher tax rates than the guy whos making $ 50 million a year .', 'And thats how its working right now .']"
5237,[],"['We have seized more currency , more drugs , more outbound arms in the past year than any year in our countrys history .']"
5238,[],[]
5239,[],[]
5240,[],[]
5241,['Says he never supported federal health care individual mandate'],[]
5242,[],[]
5243,[],"['In 1940 , only 7 percentof Germans were Nazis .']"
5244,[],[]
5245,[],"['Under Scott Walkers tax plan , the average Wisconsin taxpayer got just $ 11 a month .', 'Millionaires got at least $ 1,400 per year .']"
5246,[],[]
5247,[],[]
5248,[],[]
5249,[],[]
5250,[],[]
5251,[],"['Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions .']"
5252,[],"['Democratic tax hikes led $ 70 billion of wealth to leave New Jersey between 2004 and 2008 , and mainly relocate to Florida , North Carolina , Virginia and Pennsylvania .']"
5253,[],[]
5254,[],['Says Florida had five sanctuary cities while Jeb Bush was governor .']
5255,[],"[""Cover Florida ' is available to any Floridian , offering basic coverage for about $ 150 a month , instead of the typical $ 600 a month . '""]"
5256,[],[]
5257,[],[]
5258,[],"['When the presidents spokesman was asked about Anwar alAwlakis son , he said he should have chosen a more responsible father .']"
5259,[],"['In 1976 , the first year that Pell Grants were fully funded , a full Pell Grant paid 72 percent of the cost of attendance at a typical fouryear public college .']"
5260,[],"['We have 17 intelligence agencies , civilian and military , who have all concluded that these espionage attacks , these cyberattacks , come from the highest levels of the Kremlin , and they are designed to influence our election .']"
5261,[],[]
5262,[],"['In Buffalos SolarCity project , Andrew Cuomo will create maybe 500 jobs if it ever happens at all , at about $ 1.5 million per job .']"
5263,[],"[""Obama said his proposed $ 1,000 emergency energy rebate ' will be enough to offset the increased cost of gas for a working family over the next 4 months . '""]"
5264,[],['Says Barack Obama has deported more people than any other president in this countrys history .']
5265,[],['The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $ 4.2 billion in 2011 .']
5266,[],['Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years .']
5267,[],"['In states where beer is unregulated , the per capita production is significantly higher .']"
5268,[],"['The average kid comes out of Virginia colleges with about $ 25,000 plus in debt .']"
5269,[],"['Says Mitt Romney told university students in Ohio that to start a business , they should borrow money if you have to from your parents .']"
5270,[],"['In the state of Indiana , Ive signed more than $ 3.5 billion in tax relief .']"
5271,[],['Says Donald Trump never said that more nations should get nuclear weapons .']
5272,[],[]
5273,[],"['Scott Walker couldnt get his own party to back more than a 500student increase in Milwaukees school choice program , but in Indiana , Mitch Daniels voucher program is approaching 30,000 students two years after opening .']"
5274,[],['Rick Scott wants to take us back to the days of insurance companies denying coverage for preexisting conditions .']
5275,[],['Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria .']
5276,[],['Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming .']
5277,[],[]
5278,[],"['Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation , if they used the word benediction , the word invocation , the word God , asked the audience to stand or asked for a moment of silence , he would put the superintendent in jail .']"
5279,[],['Says he will pursue change in federal law to protect employees from extortion from a union because the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions .']
5280,[],"[""Obama ' shunned the opportunity to talk to soldiers to thank them for their service . '""]"
5281,[],[]
5282,[],"['In Rhode Island , only 5 percent of ozone pollution is from local or instate sources ... Ninetyfive percent comes from outside of our borders , particularly the Midwest .']"
5283,[],[]
5284,[],[]
5285,[],['Mitt Romney says class sizes dont matter .']
5286,[],[]
5287,[],[]
5288,[],[]
5289,[],['We created a flat tax in the state of Utah .']
5290,[],['We had no domestic attacks under Bush .']
5291,[],[]
5292,[],[]
5293,[],['Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald .']
5294,[],['The governor does not have any power to veto a referendum [ on samesex marriage ] that would be a constitutional amendment .']
5295,[],"['Our most important work has been creating and retaining almost 55,000 Ohio jobs .']"
5296,['Roy Barnes is part of the team that has run up trillions of dollarsAmericans will spend years paying off'],[]
5297,[],[]
5298,[],['We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses .']
5299,[],[]
5300,[],"['Says budget savings by reducing pay and benefits for federal employees total $ 103 billion over 10 years more than $ 50,000 per worker .']"
5301,[],[]
5302,[],['On using Governor Scott Walkers collectivebargaining limits to help balance the city of Milwaukee budget']
5303,[],['A minor can not get a tattoo without parental consent but can get an abortion without parental consent .']
5304,['mothers should not work outside the home'],[]
5305,[],[]
5306,[],[]
5307,[],"['She created the Waste , Fraud and Mismanagement Hotline ... that has saved Wisconsin taxpayers hundreds of thousands of dollars .']"
5308,[],['$ 65 million from ABC privatization will not pay for even an overpass in Tysons Corner .']
5309,[],['This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn .']
5310,[],['Says Republican candidates in Oregon are advocating violence against gays .']
5311,[],"[""We only have 2 percent of the oil reserves in the world , and we consume 25 percent of the world 's oil on a daily basis .""]"
5312,[],[]
5313,[],[]
5314,[],['Says theres a 100yearold international norm not to use chemical weapons .']
